省,省代码,年份,CO2排放量_吨
浙江省,330000,2016,388672337.8
重庆市,500000,2016,156090395.2
安徽省,340000,2017,453812967.8
澳门特别行政区,820000,2017,2867429.704
北京市,110000,2017,76233830.49
福建省,350000,2017,236281755.5
甘肃省,620000,2017,199442438.6
广东省,440000,2017,550385185.1
广西壮族自治区,450000,2017,312652722.9
贵州省,520000,2017,199679779.2
海南省,460000,2017,47958497.04
河北省,130000,2017,754433716.1
河南省,410000,2017,650981464.4
黑龙江省,230000,2017,187998552
湖北省,420000,2017,453294594.4
湖南省,430000,2017,254634463.9
吉林省,220000,2017,150666328
江苏省,320000,2017,848511603.7
江西省,360000,2017,215656927
辽宁省,210000,2017,410853185.2
内蒙古自治区,150000,2017,577613927
宁夏回族自治区,640000,2017,142427148.1
青海省,630000,2017,79881559.49
山东省,370000,2017,1074950876
山西省,140000,2017,506536389.1
陕西省,610000,2017,298113446.5
上海市,310000,2017,183883762.2
四川省,510000,2017,253441542.5
台湾省,710000,2017,208255636.9
天津市,120000,2017,125890652.3
西藏自治区,540000,2017,26035363.94
香港特别行政区,810000,2017,35422199.16
新疆维吾尔自治区,650000,2017,391907132.5
云南省,530000,2017,212542299.1
浙江省,330000,2017,392599706.8
重庆市,500000,2017,158984946.3
安徽省,340000,2018,492192397.8
澳门特别行政区,820000,2018,2631663.777
北京市,110000,2018,77704186.72
福建省,350000,2018,247948702.5
甘肃省,620000,2018,205464166.8
广东省,440000,2018,571610771.8
广西壮族自治区,450000,2018,322487515.5
贵州省,520000,2018,209301617.4
海南省,460000,2018,48576370.11
河北省,130000,2018,796202800.1
河南省,410000,2018,674804784.7
黑龙江省,230000,2018,192378913.7
湖北省,420000,2018,470428512.5
湖南省,430000,2018,259475240.6
吉林省,220000,2018,159117710.1
江苏省,320000,2018,884215524.3
江西省,360000,2018,225504245.6
辽宁省,210000,2018,434582947.7
内蒙古自治区,150000,2018,604939346.3
宁夏回族自治区,640000,2018,154912319.7
青海省,630000,2018,82721746.56
山东省,370000,2018,1110236768
山西省,140000,2018,522573042.6
陕西省,610000,2018,327794510.8
上海市,310000,2018,188922189.7
四川省,510000,2018,257759074.9
台湾省,710000,2018,206278456.3
天津市,120000,2018,136320006.2
西藏自治区,540000,2018,26454596
香港特别行政区,810000,2018,35167375.45
新疆维吾尔自治区,650000,2018,419497542.1
云南省,530000,2018,217358232.5
浙江省,330000,2018,403914618.8
重庆市,500000,2018,163651519.4
安徽省,340000,2019,493113574
澳门特别行政区,820000,2019,2718886.892
北京市,110000,2019,78044413.08
福建省,350000,2019,251683740.7
甘肃省,620000,2019,208698425.8
广东省,440000,2019,578728114.7
广西壮族自治区,450000,2019,322055421.5
贵州省,520000,2019,214417494.6
海南省,460000,2019,48492713.22
河北省,130000,2019,828197199.5
河南省,410000,2019,691043674.5
黑龙江省,230000,2019,192659861.7
湖北省,420000,2019,490417179.4
湖南省,430000,2019,259868617.6
吉林省,220000,2019,159133429.3
江苏省,320000,2019,903868907.2
江西省,360000,2019,226600831.2
辽宁省,210000,2019,445691948.9
内蒙古自治区,150000,2019,635633195
宁夏回族自治区,640000,2019,174003965.4
青海省,630000,2019,81588623.14
山东省,370000,2019,1137954077
山西省,140000,2019,529401520.2
陕西省,610000,2019,347842949.6
上海市,310000,2019,196674965.8
四川省,510000,2019,253486126.2
台湾省,710000,2019,200856011.7
天津市,120000,2019,142040963.6
西藏自治区,540000,2019,26424956.93
香港特别行政区,810000,2019,34953300.69
新疆维吾尔自治区,650000,2019,432814780.4
云南省,530000,2019,216829878.7
浙江省,330000,2019,404079923.3
重庆市,500000,2019,165075533.4
安徽省,340000,2020,491921365.1
澳门特别行政区,820000,2020,2816931.611
北京市,110000,2020,77630137.1
福建省,350000,2020,251596524.3
甘肃省,620000,2020,213700508.1
广东省,440000,2020,600455997.4
广西壮族自治区,450000,2020,333517935
贵州省,520000,2020,220897150.6
海南省,460000,2020,50180102.12
河北省,130000,2020,826743287.6
河南省,410000,2020,697135595.1
黑龙江省,230000,2020,195478907.6
湖北省,420000,2020,494932839.5
湖南省,430000,2020,256405104.6
吉林省,220000,2020,157648580.5
江苏省,320000,2020,894963263.8
江西省,360000,2020,232523996.4
辽宁省,210000,2020,442806243.7
内蒙古自治区,150000,2020,652283065.7
宁夏回族自治区,640000,2020,174305461.3
青海省,630000,2020,80617612.3
山东省,370000,2020,1148726669
山西省,140000,2020,530238223.4
陕西省,610000,2020,360443411.2
上海市,310000,2020,193113587.5
四川省,510000,2020,249253774.6
台湾省,710000,2020,199839738.8
天津市,120000,2020,139935786.1
西藏自治区,540000,2020,25971325.68
香港特别行政区,810000,2020,30408432.46
新疆维吾尔自治区,650000,2020,445711027.8
云南省,530000,2020,215735429.4
浙江省,330000,2020,407022336.1
重庆市,500000,2020,165423585.3
安徽省,340000,2021,517951754.2
澳门特别行政区,820000,2021,2778569.016
北京市,110000,2021,80102176.49
福建省,350000,2021,269332031.3
甘肃省,620000,2021,226080748.7
广东省,440000,2021,640688595.7
广西壮族自治区,450000,2021,350229253.8
贵州省,520000,2021,226784891.7
海南省,460000,2021,51004498.19
河北省,130000,2021,820615047.8
河南省,410000,2021,729969987.7
黑龙江省,230000,2021,205439885.6
湖北省,420000,2021,515799203.6
湖南省,430000,2021,275916516.7
吉林省,220000,2021,162555518.4
江苏省,320000,2021,936367879
江西省,360000,2021,252422344.1
辽宁省,210000,2021,467131431.7
内蒙古自治区,150000,2021,728470939.3
宁夏回族自治区,640000,2021,188879868.4
青海省,630000,2021,84550523.4
山东省,370000,2021,1178087737
山西省,140000,2021,579007295.7
陕西省,610000,2021,384606805.3
上海市,310000,2021,202709667.9
四川省,510000,2021,268385937.1
台湾省,710000,2021,206849496.3
天津市,120000,2021,144835939.7
西藏自治区,540000,2021,26450750.18
香港特别行政区,810000,2021,30026530.34
新疆维吾尔自治区,650000,2021,482794940.9
云南省,530000,2021,219190745.8
浙江省,330000,2021,425847150.8
重庆市,500000,2021,170228892.5
安徽省,340000,2022,520912330.6
澳门特别行政区,820000,2022,2665385.519
北京市,110000,2022,77157245.19
福建省,350000,2022,267029803.7
甘肃省,620000,2022,225000927.6
广东省,440000,2022,634197577.8
广西壮族自治区,450000,2022,351706953.2
贵州省,520000,2022,225588087.3
海南省,460000,2022,50769413.96
河北省,130000,2022,786684018.2
河南省,410000,2022,713191350.2
黑龙江省,230000,2022,203734318.9
湖北省,420000,2022,503020384.4
湖南省,430000,2022,274691729.3
吉林省,220000,2022,160051499.7
江苏省,320000,2022,919149783.2
江西省,360000,2022,262287917.2
辽宁省,210000,2022,458989463.3
内蒙古自治区,150000,2022,757028723
宁夏回族自治区,640000,2022,191617159.6
青海省,630000,2022,85118819.98
山东省,370000,2022,1146652057
山西省,140000,2022,589578338.1
陕西省,610000,2022,385799154.6
上海市,310000,2022,196101244.4
四川省,510000,2022,263363191.4
台湾省,710000,2022,198976353.7
天津市,120000,2022,143018498.1
西藏自治区,540000,2022,25467563.56
香港特别行政区,810000,2022,27738628.2
新疆维吾尔自治区,650000,2022,484931166.4
云南省,530000,2022,212591576.9
浙江省,330000,2022,414972485.6
重庆市,500000,2022,169049683.2
安徽省,340000,2023,546920399.2
澳门特别行政区,820000,2023,2705838.875
北京市,110000,2023,82272659.93
福建省,350000,2023,275303145.3
甘肃省,620000,2023,246083672.9
广东省,440000,2023,690722545.8
广西壮族自治区,450000,2023,371606525
贵州省,520000,2023,233239900
海南省,460000,2023,52930816.97
河北省,130000,2023,810303188.5
河南省,410000,2023,736854465.7
黑龙江省,230000,2023,214795337.2
湖北省,420000,2023,544823400.2
湖南省,430000,2023,298513888.9
吉林省,220000,2023,170404483.8
江苏省,320000,2023,963665851.7
江西省,360000,2023,273116317.6
辽宁省,210000,2023,478343612.6
内蒙古自治区,150000,2023,837966687.8
宁夏回族自治区,640000,2023,201084696.6
青海省,630000,2023,92762593.03
山东省,370000,2023,1177673402
山西省,140000,2023,629094764.2
陕西省,610000,2023,427613190.9
上海市,310000,2023,205270742.6
四川省,510000,2023,278601939.3
台湾省,710000,2023,193111651.6
天津市,120000,2023,151678325.1
西藏自治区,540000,2023,27146987.21
香港特别行政区,810000,2023,29269513.81
新疆维吾尔自治区,650000,2023,522624165.4
云南省,530000,2023,224286167.5
浙江省,330000,2023,441801707.7
重庆市,500000,2023,181041879.5
