uid,province_id,province,year,co2_emissions,gdp,green_invention_patents,green_utility_patents,credit,bond,investment,insurance,equity,fund,carbon_finance,gfindex,green_finance_pilot
1304,18,Hebei,2004,394407975.8,7683,84,154,0.028,0.087,0.08,0.019,0.043,0.037,3.386,0.309,0
1305,18,Hebei,2005,456920329.8,8886.2,108,194,0.029,0.086,0.087,0.018,0.045,0.041,2.858,0.297,0
1306,18,Hebei,2006,494913641.5,10178.1,163,201,0.03,0.086,0.075,0.023,0.047,0.039,2.338,0.242,0
1307,18,Hebei,2007,544309808.1,12317.6,157,199,0.032,0.092,0.074,0.021,0.048,0.042,2.353,0.263,0
1308,18,Hebei,2008,561276016.1,14403.8,170,317,0.03,0.091,0.067,0.04,0.045,0.042,1.952,0.151,0
1309,18,Hebei,2009,631064666.3,15540.3,248,413,0.035,0.102,0.063,0.043,0.051,0.046,1.721,0.279,0
1310,18,Hebei,2010,671608212.2,18254.1,318,500,0.039,0.112,0.062,0.054,0.058,0.047,1.519,0.443,0
1311,18,Hebei,2011,721983402.6,21711.7,439,659,0.038,0.108,0.054,0.043,0.055,0.048,1.458,0.283,0
1312,18,Hebei,2012,743645280.2,23437.3,597,983,0.035,0.112,0.051,0.051,0.056,0.053,1.389,0.262,0
1313,18,Hebei,2013,782139407.4,24659.1,599,969,0.037,0.115,0.055,0.066,0.055,0.048,1.331,0.2,0
1314,18,Hebei,2014,802650737.3,25644.1,728,1233,0.038,0.121,0.061,0.075,0.064,0.052,1.382,0.327,0
1315,18,Hebei,2015,763994082.6,26744.1,1056,1789,0.037,0.118,0.053,0.107,0.062,0.056,1.201,0.287,0
1316,18,Hebei,2016,748779612.2,28879.7,1551,2554,0.041,0.127,0.053,0.099,0.063,0.056,1.125,0.286,0
1317,18,Hebei,2017,754433716.1,31065.5,1688,3189,0.045,0.126,0.046,0.146,0.065,0.058,1.12,0.333,1
1318,18,Hebei,2018,796202800.1,32947,2189,3783,0.046,0.134,0.062,0.162,0.07,0.06,1.088,0.391,1
1319,18,Hebei,2019,828197199.5,35623.5,2459,5159,0.048,0.144,0.068,0.194,0.074,0.059,1.276,0.422,1
1320,18,Hebei,2020,826743287.6,36821.5,2841,7058,0.044,0.145,0.057,0.152,0.078,0.065,1.306,0.438,1
1321,18,Hebei,2021,820615047.8,41205.4,3130,6038,0.046,0.138,0.065,0.106,0.075,0.064,1.156,0.284,1
1322,18,Hebei,2022,786684018.2,43198.3,3514,5106,0.047,0.136,0.066,0.106,0.074,0.063,1.07,0.271,1
1323,18,Hebei,2023,810303188.5,45660,4066,5253,0.046,0.135,0.068,0.107,0.074,0.062,1,0.258,1
4100,19,Henan,2000,223754241.6,5097.3,55,81,0.022,0.068,0.095,0.022,0.035,0.032,2.521,0.275,0
4101,19,Henan,2001,241104222.2,5586.6,49,79,0.023,0.074,0.107,0.012,0.04,0.034,2.959,0.302,0
4102,19,Henan,2002,257188779,6094.2,52,117,0.025,0.075,0.092,0.015,0.036,0.035,2.292,0.211,0
4103,19,Henan,2003,297991142.9,7017.1,65,139,0.025,0.084,0.09,0.022,0.043,0.036,2.046,0.347,0
4104,19,Henan,2004,362742660.4,8493.5,77,155,0.027,0.084,0.098,0.018,0.047,0.039,1.933,0.335,0
4105,19,Henan,2005,411795162.2,10199.5,133,224,0.03,0.088,0.091,0.02,0.045,0.043,1.641,0.371,0
4106,19,Henan,2006,456193034.3,11974.6,193,245,0.03,0.092,0.077,0.024,0.048,0.042,1.271,0.366,0
4107,19,Henan,2007,501769723.4,14773.2,181,333,0.029,0.096,0.062,0.017,0.047,0.041,1.106,0.2,0
4108,19,Henan,2008,518063559,17541.9,329,510,0.035,0.096,0.054,0.031,0.05,0.043,1.243,0.306,0
4109,19,Henan,2009,542281258,19077.1,341,635,0.031,0.096,0.045,0.038,0.052,0.045,1.072,0.182,0
4110,19,Henan,2010,582054604,22568.2,530,984,0.032,0.1,0.045,0.052,0.053,0.047,0.916,0.192,0
4111,19,Henan,2011,632205846.7,26212.2,729,1017,0.036,0.106,0.037,0.047,0.054,0.051,0.705,0.238,0
4112,19,Henan,2012,652481297.8,28878.5,763,1282,0.034,0.107,0.042,0.073,0.057,0.051,0.824,0.211,0
4113,19,Henan,2013,674562316.3,31621.4,1038,1465,0.037,0.118,0.048,0.077,0.059,0.056,0.818,0.346,0
4114,19,Henan,2014,665211909,34611.2,1338,1705,0.042,0.119,0.038,0.061,0.059,0.052,0.651,0.289,0
4115,19,Henan,2015,659924911.4,36798.2,1607,2391,0.038,0.114,0.04,0.083,0.062,0.053,0.733,0.205,0
4116,19,Henan,2016,647569257.4,40167.7,2250,3034,0.046,0.13,0.045,0.102,0.065,0.06,0.641,0.438,0
4117,19,Henan,2017,650981464.4,44586.5,3268,4305,0.046,0.131,0.041,0.085,0.07,0.059,0.529,0.371,0
4118,19,Henan,2018,674804784.7,50273.5,3910,5591,0.042,0.134,0.037,0.104,0.074,0.065,0.501,0.362,0
4119,19,Henan,2019,691043674.5,53739.3,2921,6358,0.044,0.138,0.037,0.097,0.068,0.062,0.472,0.261,0
4120,19,Henan,2020,697135595.1,54160.6,3625,8444,0.048,0.14,0.033,0.088,0.07,0.059,0.486,0.285,0
4121,19,Henan,2021,729969987.7,57806.9,3692,6541,0.045,0.134,0.038,0.095,0.068,0.059,0.534,0.154,0
4122,19,Henan,2022,713191350.2,58807.4,3548,5894,0.044,0.133,0.037,0.093,0.067,0.059,0.525,0.131,0
4123,19,Henan,2023,736854465.7,60627.7,3897,6432,0.045,0.132,0.038,0.093,0.068,0.06,0.557,0.143,0
3300,20,Zhejiang,2000,119013241.5,6218.9,70,193,0.024,0.071,0.093,0.013,0.036,0.032,3.592,0.306,0
3301,20,Zhejiang,2001,126433723.4,7003.4,75,197,0.024,0.073,0.087,0.011,0.036,0.031,3.623,0.204,0
3302,20,Zhejiang,2002,135158750.7,8144.1,134,233,0.023,0.075,0.067,0.015,0.039,0.031,2.938,0.173,0
3303,20,Zhejiang,2003,157390352.8,9892.6,155,277,0.028,0.076,0.061,0.017,0.042,0.036,2.542,0.286,0
3304,20,Zhejiang,2004,184446522.4,11660.7,216,337,0.027,0.084,0.069,0.016,0.044,0.039,2.116,0.286,0
3305,20,Zhejiang,2005,212698735.4,13212.6,515,508,0.028,0.092,0.056,0.016,0.044,0.039,2.036,0.303,0
3306,20,Zhejiang,2006,256460745.3,15516.4,464,628,0.034,0.094,0.069,0.016,0.047,0.04,1.787,0.346,0
3307,20,Zhejiang,2007,273236958.5,18914.7,633,784,0.03,0.094,0.05,0.016,0.05,0.046,1.624,0.28,0
3308,20,Zhejiang,2008,294301735.4,21607.9,861,1207,0.03,0.091,0.037,0.027,0.051,0.041,1.383,0.145,0
3309,20,Zhejiang,2009,314858882.5,23227.5,1054,1930,0.035,0.101,0.052,0.026,0.053,0.045,1.419,0.266,0
3310,20,Zhejiang,2010,338328727.9,27902.2,1326,2530,0.032,0.102,0.036,0.035,0.05,0.043,1.272,0.115,0
3311,20,Zhejiang,2011,366433475.4,32353.1,1715,3210,0.037,0.108,0.04,0.039,0.053,0.048,1.123,0.238,0
3312,20,Zhejiang,2012,366509350.7,34978.5,2439,4716,0.036,0.107,0.04,0.03,0.056,0.048,1.031,0.15,0
3313,20,Zhejiang,2013,376790997.2,38023.3,2933,4773,0.039,0.113,0.039,0.042,0.06,0.052,0.924,0.258,0
3314,20,Zhejiang,2014,388705304.7,40744.1,3527,5513,0.04,0.124,0.037,0.051,0.06,0.057,0.99,0.343,0
3315,20,Zhejiang,2015,392447772,44222,4946,8802,0.039,0.12,0.033,0.067,0.063,0.054,0.866,0.254,0
3316,20,Zhejiang,2016,388672337.8,48095.8,7199,9492,0.043,0.128,0.039,0.063,0.068,0.057,0.806,0.325,0
3317,20,Zhejiang,2017,392599706.8,53135.2,9000,11891,0.045,0.131,0.037,0.065,0.071,0.063,0.725,0.378,1
3318,20,Zhejiang,2018,403914618.8,59311.7,12304,12127,0.048,0.135,0.036,0.06,0.068,0.065,0.769,0.327,1
3319,20,Zhejiang,2019,404079923.3,64632,11032,13502,0.05,0.136,0.036,0.106,0.067,0.063,0.717,0.339,1
3320,20,Zhejiang,2020,407022336.1,67164.5,14555,16031,0.045,0.131,0.029,0.084,0.071,0.065,0.696,0.22,1
3321,20,Zhejiang,2021,425847150.8,76765.3,13324,13745,0.047,0.14,0.026,0.078,0.07,0.065,0.663,0.229,1
3322,20,Zhejiang,2022,414972485.6,80770,13029,12489,0.048,0.141,0.026,0.078,0.069,0.067,0.563,0.263,1
3323,20,Zhejiang,2023,441801707.7,85619.6,12531,13747,0.048,0.142,0.026,0.078,0.07,0.066,0.47,0.258,1
4600,21,Hainan,2000,17811898.15,532,8,3,0.023,0.072,1.085,0.002,0.035,0.034,39.029,0.327,0
4601,21,Hainan,2001,18656847.16,585.3,12,7,0.025,0.069,0.817,0.002,0.037,0.032,43.27,0.206,0
4602,21,Hainan,2002,19812107.55,650,8,7,0.026,0.079,1.041,0.002,0.038,0.037,39.467,0.357,0
4603,21,Hainan,2003,22071351.95,722.6,7,6,0.029,0.083,1.014,0.003,0.043,0.036,38.827,0.44,0
4604,21,Hainan,2004,26591493.99,813.1,17,7,0.028,0.079,0.956,0.004,0.039,0.039,33.394,0.262,0
4605,21,Hainan,2005,28531265.25,896.1,9,5,0.028,0.082,0.883,0.003,0.043,0.039,29.989,0.22,0
4606,21,Hainan,2006,31893762.37,1040.3,16,13,0.029,0.092,0.907,0.003,0.047,0.043,25.763,0.397,0
4607,21,Hainan,2007,35022420.19,1252.8,34,10,0.03,0.096,0.931,0.002,0.047,0.041,24.452,0.295,0
4608,21,Hainan,2008,35343724.97,1502,20,11,0.032,0.092,0.63,0.003,0.048,0.041,20.257,0.186,0
4609,21,Hainan,2009,39964373.92,1652.2,38,25,0.035,0.101,0.615,0.009,0.054,0.049,18.474,0.351,0
4610,21,Hainan,2010,42142585.3,2073.7,48,21,0.038,0.105,0.613,0.006,0.057,0.05,16.359,0.438,0
4611,21,Hainan,2011,44204535.02,2525.1,74,26,0.034,0.105,0.563,0.01,0.054,0.051,12.896,0.254,0
4612,21,Hainan,2012,47734274.54,2863.6,90,61,0.035,0.109,0.463,0.01,0.055,0.047,11.632,0.207,0
4613,21,Hainan,2013,48572734.68,3201.9,113,63,0.041,0.115,0.468,0.008,0.058,0.054,11.293,0.377,0
4614,21,Hainan,2014,47230960.2,3541.2,122,69,0.036,0.12,0.441,0.01,0.063,0.053,11.156,0.324,0
4615,21,Hainan,2015,48005364.09,3782.7,111,138,0.042,0.129,0.486,0.011,0.062,0.058,9.834,0.449,0
4616,21,Hainan,2016,48308301.98,4151,172,143,0.04,0.119,0.412,0.016,0.063,0.053,10.193,0.205,0
4617,21,Hainan,2017,47958497.04,4552.9,216,250,0.046,0.129,0.433,0.012,0.063,0.061,9.933,0.333,0
4618,21,Hainan,2018,48576370.11,5004.2,276,285,0.046,0.136,0.473,0.02,0.074,0.066,7.97,0.45,0
4619,21,Hainan,2019,48492713.22,5442.1,308,536,0.046,0.138,0.407,0.024,0.069,0.059,7.753,0.335,0
4620,21,Hainan,2020,50180102.12,5640.8,422,924,0.045,0.139,0.358,0.018,0.067,0.061,8.624,0.263,0
4621,21,Hainan,2021,51004498.19,6508.9,661,864,0.048,0.151,0.324,0.015,0.074,0.066,6.874,0.377,0
4622,21,Hainan,2022,50769413.96,6912.8,573,680,0.048,0.151,0.325,0.015,0.075,0.067,6.908,0.38,0
4623,21,Hainan,2023,52930816.97,7590.2,702,774,0.049,0.152,0.322,0.015,0.076,0.067,6.58,0.416,0
4200,22,Hubei,2000,170592907.4,3577.4,77,101,0.022,0.067,0.127,0.011,0.034,0.032,5.403,0.195,0
4201,22,Hubei,2001,172244663.8,3921.5,81,84,0.023,0.076,0.15,0.012,0.038,0.036,5.628,0.356,0
4202,22,Hubei,2002,181760737.3,4263,94,119,0.025,0.075,0.141,0.02,0.038,0.035,5.917,0.267,0
4203,22,Hubei,2003,208491772.2,4818.8,144,132,0.028,0.082,0.16,0.016,0.043,0.039,5.688,0.427,0
4204,22,Hubei,2004,243176720.6,5619.2,160,171,0.025,0.082,0.124,0.018,0.042,0.037,4.842,0.207,0
4205,22,Hubei,2005,261770843.6,6548.8,147,169,0.031,0.087,0.128,0.019,0.046,0.038,4.269,0.325,0
4206,22,Hubei,2006,302563951,7636.7,244,257,0.029,0.09,0.138,0.016,0.05,0.041,3.806,0.334,0
4207,22,Hubei,2007,314925942.8,9601.8,304,299,0.033,0.098,0.103,0.012,0.048,0.041,3.058,0.274,0
4208,22,Hubei,2008,323740891,11707.8,409,418,0.03,0.095,0.091,0.021,0.05,0.042,2.521,0.188,0
4209,22,Hubei,2009,354625736.3,13422.6,518,615,0.033,0.096,0.095,0.04,0.053,0.048,2.625,0.251,0
4210,22,Hubei,2010,382510132.7,16489.1,560,701,0.037,0.105,0.087,0.046,0.052,0.045,2.001,0.27,0
4211,22,Hubei,2011,407045124.4,20228.3,807,836,0.038,0.106,0.066,0.046,0.058,0.048,1.801,0.299,0
4212,22,Hubei,2012,428483320.6,22921,983,1082,0.034,0.106,0.058,0.049,0.052,0.049,1.711,0.11,0
4213,22,Hubei,2013,442385246.1,25851.7,1228,1231,0.038,0.113,0.055,0.046,0.056,0.051,1.435,0.209,0
4214,22,Hubei,2014,456516122.1,28805.9,1681,1526,0.041,0.125,0.055,0.042,0.06,0.056,1.469,0.341,0
4215,22,Hubei,2015,455372275.1,30661.6,2094,2258,0.041,0.123,0.051,0.06,0.063,0.057,1.39,0.318,0
4216,22,Hubei,2016,449464277.8,33767.6,3243,2884,0.04,0.12,0.048,0.054,0.062,0.053,1.307,0.153,0
4217,22,Hubei,2017,453294594.4,37624.2,4161,3932,0.045,0.124,0.043,0.049,0.061,0.055,1.202,0.168,0
4218,22,Hubei,2018,470428512.5,42425.5,4953,4233,0.043,0.127,0.042,0.071,0.068,0.054,1.047,0.17,0
4219,22,Hubei,2019,490417179.4,45557,4908,6250,0.043,0.143,0.042,0.084,0.076,0.061,0.869,0.297,0
4220,22,Hubei,2020,494932839.5,43017.6,5000,7363,0.05,0.135,0.047,0.071,0.07,0.06,0.994,0.26,0
4221,22,Hubei,2021,515799203.6,50093.3,5527,7293,0.052,0.142,0.04,0.048,0.077,0.067,0.982,0.313,0
4222,22,Hubei,2022,503020384.4,53445.4,6416,7258,0.053,0.142,0.041,0.047,0.078,0.066,0.872,0.345,0
4223,22,Hubei,2023,544823400.2,56794.3,7278,7311,0.052,0.141,0.041,0.047,0.078,0.065,0.8,0.337,0
4300,23,Hunan,2000,93269514.41,3591,69,104,0.023,0.07,0.169,0.019,0.035,0.03,5.564,0.267,0
4301,23,Hunan,2001,97550990.69,3877.1,73,102,0.022,0.07,0.133,0.024,0.037,0.032,6.381,0.223,0
4302,23,Hunan,2002,102022503.3,4207.2,77,121,0.024,0.075,0.155,0.028,0.037,0.033,5.393,0.251,0
4303,23,Hunan,2003,117842856.5,4726.9,127,154,0.024,0.078,0.143,0.016,0.04,0.036,5.554,0.193,0
4304,23,Hunan,2004,140246996.4,5619.6,83,154,0.026,0.081,0.138,0.021,0.041,0.039,4.644,0.244,0
4305,23,Hunan,2005,152720681.6,6451.7,132,172,0.03,0.084,0.125,0.021,0.046,0.041,4.134,0.319,0
4306,23,Hunan,2006,178813507.7,7529.2,173,216,0.029,0.087,0.105,0.021,0.047,0.037,3.834,0.211,0
4307,23,Hunan,2007,207796793.3,9409.9,236,239,0.03,0.089,0.087,0.016,0.045,0.039,3.213,0.141,0
4308,23,Hunan,2008,205941936.9,11466.6,319,263,0.031,0.096,0.08,0.021,0.049,0.047,2.703,0.29,0
4309,23,Hunan,2009,219384144.6,12965.9,384,476,0.032,0.101,0.078,0.037,0.051,0.048,2.247,0.229,0
4310,23,Hunan,2010,228643763.6,15814.9,489,666,0.033,0.108,0.067,0.043,0.055,0.049,2.001,0.291,0
4311,23,Hunan,2011,248157091.1,19176.4,682,834,0.037,0.105,0.056,0.041,0.057,0.048,1.876,0.255,0
4312,23,Hunan,2012,255001733,21513.7,814,1107,0.04,0.112,0.067,0.048,0.059,0.054,1.653,0.382,0
4313,23,Hunan,2013,261042897,23916.3,1034,1152,0.036,0.114,0.056,0.057,0.055,0.053,1.441,0.212,0
4314,23,Hunan,2014,256754054.1,26309.1,1455,1455,0.041,0.116,0.046,0.065,0.055,0.052,1.449,0.236,0
4315,23,Hunan,2015,253281451.3,28811.7,1761,1828,0.04,0.125,0.053,0.063,0.062,0.058,1.421,0.335,0
4316,23,Hunan,2016,255078574.9,31225,2889,2122,0.038,0.121,0.044,0.069,0.061,0.055,1.288,0.149,0
4317,23,Hunan,2017,254634463.9,34127.7,3808,2667,0.042,0.127,0.059,0.067,0.063,0.063,1.205,0.257,0
4318,23,Hunan,2018,259475240.6,36629.3,3855,2758,0.042,0.134,0.051,0.078,0.07,0.064,1.138,0.295,0
4319,23,Hunan,2019,259868617.6,39930.7,4321,3643,0.048,0.137,0.057,0.085,0.068,0.058,1.103,0.279,0
4320,23,Hunan,2020,256405104.6,41693.7,5010,4543,0.044,0.14,0.057,0.084,0.071,0.062,1.007,0.271,0
4321,23,Hunan,2021,275916516.7,45751.9,4127,3665,0.051,0.145,0.042,0.057,0.074,0.069,0.962,0.324,0
4322,23,Hunan,2022,274691729.3,47957.9,4153,3491,0.051,0.143,0.042,0.057,0.073,0.069,0.88,0.329,0
4323,23,Hunan,2023,298513888.9,50667.5,4131,3404,0.052,0.141,0.042,0.057,0.073,0.069,0.826,0.33,0
6200,24,Gansu,2000,67518991.03,1061.4,14,29,0.025,0.072,0.489,0.015,0.037,0.034,21.327,0.407,0
6201,24,Gansu,2001,70594947.79,1135.1,12,18,0.022,0.073,0.479,0.02,0.037,0.032,20.844,0.28,0
6202,24,Gansu,2002,74430493.31,1246.2,17,35,0.024,0.076,0.578,0.016,0.038,0.034,21.142,0.273,0
6203,24,Gansu,2003,88248767.09,1417.3,21,25,0.026,0.078,0.497,0.017,0.04,0.036,19.434,0.272,0
6204,24,Gansu,2004,100285697.7,1675.7,27,38,0.031,0.089,0.551,0.019,0.047,0.038,15.763,0.5,0
6205,24,Gansu,2005,112641501.2,1890.9,38,26,0.03,0.086,0.446,0.025,0.044,0.039,14.113,0.36,0
6206,24,Gansu,2006,120987859.9,2230,39,49,0.027,0.087,0.398,0.019,0.043,0.037,11.728,0.163,0
6207,24,Gansu,2007,137407644.9,2707.3,41,36,0.033,0.096,0.383,0.019,0.049,0.045,11.18,0.386,0
6208,24,Gansu,2008,138662548.6,3112.5,53,52,0.034,0.099,0.35,0.022,0.05,0.044,9.641,0.359,0
6209,24,Gansu,2009,149775585,3313.8,97,93,0.035,0.099,0.283,0.027,0.05,0.045,9.105,0.245,0
6210,24,Gansu,2010,166121591.7,3987.7,131,108,0.038,0.108,0.332,0.035,0.054,0.047,7.398,0.378,0
6211,24,Gansu,2011,185415514.6,4880.7,192,136,0.039,0.112,0.268,0.034,0.057,0.053,6.255,0.412,0
6212,24,Gansu,2012,189696896.3,5469.1,244,206,0.038,0.113,0.24,0.032,0.062,0.055,6.467,0.41,0
6213,24,Gansu,2013,196636684,6108.3,233,208,0.039,0.111,0.25,0.032,0.06,0.053,5.861,0.287,0
6214,24,Gansu,2014,194817849.3,6629.4,323,232,0.042,0.122,0.217,0.033,0.06,0.058,5.013,0.388,0
6215,24,Gansu,2015,194235262.7,6793.4,371,356,0.038,0.119,0.241,0.033,0.06,0.057,5.267,0.278,0
6216,24,Gansu,2016,191818338.5,7207.1,392,559,0.045,0.132,0.238,0.038,0.063,0.061,5.339,0.418,0
6217,24,Gansu,2017,199442438.6,7642.6,522,824,0.042,0.131,0.24,0.033,0.064,0.058,5.724,0.276,0
6218,24,Gansu,2018,205464166.8,8364.7,568,936,0.042,0.136,0.245,0.05,0.07,0.057,4.92,0.281,0
6219,24,Gansu,2019,208698425.8,9053.3,612,1068,0.05,0.136,0.234,0.037,0.068,0.064,5.108,0.364,0
6220,24,Gansu,2020,213700508.1,9323.1,620,1559,0.044,0.138,0.197,0.036,0.071,0.062,4.847,0.247,0
6221,24,Gansu,2021,226080748.7,10608,807,1340,0.046,0.15,0.252,0.023,0.08,0.065,4.105,0.378,0
6222,24,Gansu,2022,225000927.6,11553.6,982,1298,0.046,0.154,0.248,0.024,0.078,0.066,4.172,0.372,0
6223,24,Gansu,2023,246083672.9,12345.7,1068,1634,0.045,0.155,0.248,0.024,0.078,0.066,4.335,0.382,0
3500,25,Fujian,2000,74605153.85,3804.6,24,43,0.022,0.069,0.123,0.003,0.037,0.03,5.399,0.215,0
3501,25,Fujian,2001,85162161.4,4120.9,32,58,0.023,0.074,0.162,0.002,0.038,0.031,5.218,0.191,0
3502,25,Fujian,2002,90278008.48,4524.4,50,103,0.029,0.078,0.152,0.002,0.039,0.036,4.926,0.336,0
3503,25,Fujian,2003,100742479.7,5067,43,86,0.028,0.077,0.145,0.003,0.041,0.038,4.879,0.275,0
3504,25,Fujian,2004,114755304.7,5792,53,116,0.031,0.084,0.125,0.003,0.047,0.038,4.591,0.32,0
3505,25,Fujian,2005,128468333.6,6506.9,85,123,0.03,0.09,0.133,0.003,0.046,0.039,4.401,0.278,0
3506,25,Fujian,2006,156057297.4,7586.2,103,128,0.027,0.088,0.121,0.003,0.044,0.038,3.892,0.106,0
3507,25,Fujian,2007,163085433.4,9474.3,179,199,0.035,0.096,0.102,0.004,0.049,0.045,2.939,0.327,0
3508,25,Fujian,2008,172245888.4,11104.2,259,307,0.035,0.104,0.106,0.006,0.054,0.045,2.629,0.4,0
3509,25,Fujian,2009,182919859.6,12625.1,340,478,0.035,0.102,0.098,0.016,0.051,0.049,2.604,0.251,0
3510,25,Fujian,2010,201986329,15236.6,433,727,0.037,0.105,0.076,0.016,0.051,0.047,2.368,0.234,0
3511,25,Fujian,2011,223567888,18195.2,506,898,0.037,0.107,0.064,0.017,0.055,0.046,1.831,0.216,0
3512,25,Fujian,2012,228852630.3,20510.8,667,1162,0.037,0.108,0.059,0.021,0.055,0.046,1.758,0.144,0
3513,25,Fujian,2013,232099096.8,22851.7,791,1240,0.04,0.119,0.066,0.024,0.064,0.056,1.75,0.394,0
3514,25,Fujian,2014,235206846.7,25329.4,954,1422,0.042,0.123,0.068,0.022,0.06,0.056,1.619,0.317,0
3515,25,Fujian,2015,231335072.3,27307.5,1537,2741,0.035,0.118,0.053,0.041,0.06,0.056,1.506,0.195,0
3516,25,Fujian,2016,228426945.8,30199.2,2108,4065,0.041,0.125,0.061,0.048,0.068,0.057,1.467,0.264,0
3517,25,Fujian,2017,236281755.5,34432.2,2730,4474,0.043,0.132,0.059,0.038,0.066,0.059,1.171,0.274,0
3518,25,Fujian,2018,247948702.5,39204.8,3572,5378,0.042,0.13,0.043,0.052,0.064,0.061,1.223,0.167,0
3519,25,Fujian,2019,251683740.7,42479.1,3001,6116,0.049,0.142,0.058,0.059,0.074,0.061,1.008,0.353,0
3520,25,Fujian,2020,251596524.3,43682,3473,6296,0.046,0.139,0.05,0.05,0.074,0.064,0.948,0.287,0
3521,25,Fujian,2021,269332031.3,49602.6,3511,5206,0.044,0.144,0.042,0.046,0.069,0.067,0.962,0.208,0
3522,25,Fujian,2022,267029803.7,52099.6,3762,4794,0.043,0.147,0.042,0.046,0.071,0.067,0.865,0.222,0
3523,25,Fujian,2023,275303145.3,54801.7,4062,5006,0.043,0.144,0.042,0.046,0.072,0.068,0.826,0.221,0
5400,26,Xizang,2000,9636722.678,118.9,,,0.023,0.069,4.703,0.002,0.037,0.034,39.196,0.731,0
5401,26,Xizang,2001,10112565.34,140.7,,,0.024,0.072,4.212,0.002,0.039,0.034,49.121,0.683,0
5402,26,Xizang,2002,10711058.08,164,,,0.025,0.074,3.232,0.003,0.039,0.032,36.429,0.59,0
5403,26,Xizang,2003,12084338.15,188.2,,,0.024,0.075,3.395,0.002,0.038,0.034,36.393,0.433,0
5404,26,Xizang,2004,14058027.11,220.9,0,1,0.027,0.081,3.1,0.003,0.043,0.038,40.802,0.63,0
5405,26,Xizang,2005,15489941.87,247,2,1,0.03,0.087,3.128,0.003,0.046,0.04,22.609,0.713,0
5406,26,Xizang,2006,16749091.15,290.6,,,0.029,0.087,2.823,0.003,0.044,0.039,34.141,0.553,0
5407,26,Xizang,2007,18077920.23,349.8,,,0.03,0.095,2.933,0.003,0.051,0.045,28.737,0.721,0
5408,26,Xizang,2008,18992591.9,405.2,0,2,0.031,0.095,2.43,0.003,0.047,0.042,15.431,0.543,0
5409,26,Xizang,2009,20202580.51,453,0,1,0.036,0.098,2.802,0.005,0.049,0.045,21.933,0.663,0
5410,26,Xizang,2010,21612995.28,521.4,2,0,0.034,0.097,2.192,0.005,0.051,0.042,18.599,0.539,0
5411,26,Xizang,2011,23494689.85,620.8,3,2,0.041,0.109,2.002,0.008,0.055,0.048,16.098,0.762,0
5412,26,Xizang,2012,24329255.95,721.1,1,7,0.038,0.111,1.817,0.01,0.054,0.052,17.848,0.66,0
5413,26,Xizang,2013,25224624.18,840.3,3,5,0.041,0.112,1.536,0.006,0.061,0.054,9.176,0.7,0
5414,26,Xizang,2014,25192019.16,954.8,5,3,0.038,0.115,1.438,0.011,0.06,0.053,7.894,0.65,0
5415,26,Xizang,2015,25610347.9,1063.6,0,6,0.046,0.128,1.388,0.019,0.066,0.054,7.57,0.783,0
5416,26,Xizang,2016,25929663.53,1197.4,14,63,0.04,0.13,1.557,0.011,0.063,0.057,6.691,0.656,0
5417,26,Xizang,2017,26035363.94,1381,29,48,0.043,0.12,1.319,0.017,0.065,0.054,8.253,0.546,0
5418,26,Xizang,2018,26454596,1583.5,41,79,0.042,0.134,1.432,0.018,0.071,0.062,9.011,0.64,0
5419,26,Xizang,2019,26424956.93,1750.3,66,83,0.041,0.136,1.079,0.014,0.068,0.058,8.026,0.518,0
5420,26,Xizang,2020,25971325.68,1956.5,63,129,0.051,0.141,1.295,0.018,0.076,0.063,5.356,0.739,0
5421,26,Xizang,2021,26450750.18,2145.1,65,148,0.045,0.136,0.989,0.011,0.071,0.067,4.305,0.588,0
5422,26,Xizang,2022,25467563.56,2235.4,92,156,0.045,0.135,0.985,0.011,0.072,0.065,6.397,0.53,0
5423,26,Xizang,2023,27146987.21,2532.9,119,186,0.045,0.135,0.994,0.011,0.072,0.066,7.66,0.545,0
5200,27,Guizhou,2000,54241898.63,1040.4,14,15,0.024,0.069,0.499,0.011,0.037,0.031,21.463,0.307,0
5201,27,Guizhou,2001,57076920.48,1147.1,14,22,0.023,0.071,0.425,0.012,0.036,0.033,19.416,0.234,0
5202,27,Guizhou,2002,63726952.31,1260.4,18,16,0.024,0.075,0.544,0.012,0.04,0.034,20.22,0.272,0
5203,27,Guizhou,2003,83217437.98,1449,20,23,0.025,0.077,0.523,0.017,0.038,0.037,18.895,0.228,0
5204,27,Guizhou,2004,98803239.19,1672.7,14,36,0.027,0.083,0.463,0.019,0.043,0.04,16.994,0.344,0
5205,27,Guizhou,2005,113341749.8,1964.2,28,37,0.028,0.083,0.349,0.018,0.043,0.041,13.207,0.259,0
5206,27,Guizhou,2006,131977353.7,2292.3,60,66,0.027,0.089,0.381,0.016,0.046,0.039,13.339,0.246,0
5207,27,Guizhou,2007,139363293.4,2883,85,62,0.033,0.091,0.306,0.015,0.05,0.045,9.687,0.336,0
5208,27,Guizhou,2008,134040848.9,3551.3,71,74,0.035,0.098,0.331,0.017,0.051,0.047,8.42,0.411,0
5209,27,Guizhou,2009,145971598.7,3910.7,90,108,0.03,0.095,0.259,0.03,0.05,0.041,8.122,0.13,0
5210,27,Guizhou,2010,148215300.6,4583.7,103,133,0.034,0.104,0.29,0.023,0.057,0.049,7.48,0.328,0
