uid,province_id,province,year,co2_emissions,gdp,sec_val,green_invention_patents,green_utility_patents,credit,bond,investment,insurance,equity,fund,carbon_finance,gf_index,green_finance_pilot,ln_gdp,ln_co2,z_green_invention_patents,z_green_utility_patents,z_credit,z_bond,z_investment,z_insurance,z_equity,z_fund,z_carbon_finance,factor_1,factor_2,factor_3,coal_share_pctg,population,urban_population,urbanization_rate,env_expenditure,env_exp_share,treat,event_time,pre_2,post_0,post_1,post_2,did_pre2,did_post0,did_post1,did_post2,sec_pctg
6411,8,Ningxia,2011,126847176,1959.3,919.79999,41,39,.035999998,.107,.64899999,.017999999,.052999999,.050999999,5.0079999,.34599999,0,7.5803428,18.658493,-.48140693,-.49085256,-.032921158,-.078708164,.79105717,-.63050753,-.25551158,.13564421,.1024422,.16600408,-.59142208,.47615126,.48085573,648,318.57001,.49162036,35.23,.049907211,0,-10,0,0,0,0,0,0,0,0,.46945336
6412,8,Ningxia,2012,124387528,2162,992.5,66,73,.035,.109,.50300002,.016000001,.059999999,.052000001,2.7720001,.32300001,0,7.6787891,18.638912,-.4753269,-.48266441,-.15538691,.0052470979,.49257037,-.69114184,.30882424,.22722276,-.2577056,.30219492,-.69624573,.14356701,.46895492,659,327.92999,.4976176,35.3727,.040923499,0,-9,0,0,0,0,0,0,0,0,.45906568
6413,8,Ningxia,2013,128478800,2364.8999,1059.5,166,92,.039000001,.121,.54299998,.012,.059999999,.055,3.5050001,.48699999,0,7.7684908,18.671274,-.45100677,-.47808865,.33447701,.50897962,.5743475,-.81241053,.30882424,.50195771,-.13964282,.67659265,-.81188971,.32250991,.47780457,666,340.23999,.51087087,32.928501,.035695553,0,-8,0,0,0,0,0,0,0,0,.4480105
6414,8,Ningxia,2014,125261184,2516.3999,1113.7,115,105,.035999998,.118,.57700002,.014,.059999999,.056000002,3.3599999,.39199999,0,7.8305845,18.645912,-.46341002,-.47495788,-.032921158,.38304657,.64385819,-.75177622,.30882424,.59353632,-.16299771,.56884342,-.76506728,.32637748,.4970901,678,354.64999,.52308261,34.596199,.034580547,0,-7,0,0,0,0,0,0,0,0,.44257671
6415,8,Ningxia,2015,120370768,2644.7,1116.8,126,156,.041000001,.114,.55800003,.02,.061000001,.052000001,3.4590001,.31799999,0,7.8803129,18.606087,-.46073481,-.46267563,.57940894,.21513572,.60501409,-.56987321,.38944381,.22722276,-.14705195,.59786737,-.71054345,.31403565,.52083892,684,368.87,.53928363,45.490002,.039956436,0,-6,0,0,0,0,0,0,0,0,.42227855
6416,8,Ningxia,2016,122322240,2853.3,1179.7,158,297,.043000001,.12800001,.64600003,.014,.063000001,.056000002,3.1900001,.42300001,0,7.9562316,18.622169,-.45295238,-.42871884,.82434088,.80282384,.78492391,-.75177622,.55068266,.59353632,-.19037923,1.0089309,-.85848087,.47225702,.51419568,695,379.95999,.54670501,36.689999,.029245779,0,-5,0,0,0,0,0,0,0,0,.41345108
6417,8,Ningxia,2017,142427152,3271.6001,1406,203,414,.043000001,.138,.50999999,.023,.068999998,.061999999,2.1530001,.498,0,8.0930347,18.774342,-.44200832,-.40054193,.82434088,1.2226005,.5068813,-.47892165,1.0343989,1.1430062,-.35740665,1.3706943,-.89969659,.27432746,.55852395,705,395.42001,.56087941,57.610001,.041965939,0,-4,0,0,0,0,0,0,0,0,.42975911
6418,8,Ningxia,2018,154912320,3580.6001,1488.1,345,564,.044,.131,.57599998,.023,.067000002,.056000002,2.4219999,.324,0,8.1832857,18.85837,-.40747371,-.36441767,.94680667,.92875659,.6418137,-.47892165,.87316036,.59353632,-.3140794,1.1271217,-.78390414,.34161663,.55326611,710,405.09,.57054931,72.379997,.051005624,0,-3,0,0,0,0,0,0,0,0,.41560072
6419,8,Ningxia,2019,174003968,3841.5,1588,320,610,.045000002,.133,.46200001,.018999999,.068999998,.061000001,2.145,.368,0,8.2536182,18.974588,-.41355374,-.35333955,1.0692729,1.0127121,.40874872,-.60019034,1.0343989,1.0514281,-.35869521,1.3399954,-.90076691,.22801307,.53995711,717,416,.58019525,54.038799,.03757152,0,-2,1,0,0,0,0,0,0,0,.41338018
6420,8,Ningxia,2020,174305456,4036.2,1604.8,425,916,.044,.145,.51800001,.015,.068999998,.063000001,2.9260001,.398,0,8.3030586,18.97632,-.38801762,-.27964607,.94680667,1.5164443,.52323681,-.72145903,1.0343989,1.2345848,-.23290114,1.510911,-.92577654,.39795646,.52446884,720.92999,468.32001,.64960539,49.478001,.033423003,0,-1,0,0,0,0,0,0,0,0,.39760172
6421,8,Ningxia,2021,188879872,4666.5,2036.6,454,885,.046999998,.142,.45300001,.014,.07,.067000002,2.5079999,.38299999,0,8.4481649,19.056622,-.38096479,-.28711176,1.3142043,1.3905116,.39034882,-.75177622,1.1150185,1.6008984,-.30022755,1.6919094,-1.0028208,.32186365,.52969015,725,479,.66068965,47.708401,.033411752,0,0,0,1,0,0,0,0,0,0,.43642986
6422,8,Ningxia,2022,191617152,5168.1001,2318.6001,520,859,.046999998,.146,.45500001,.014,.07,.066,2.47,.38999999,0,8.5502605,19.071011,-.36491349,-.29337329,1.3142043,1.5584221,.3944377,-.75177622,1.1150185,1.5093198,-.30634812,1.7127037,-1.0046735,.32452622,.51360363,728,483,.66346157,58.204899,.036656488,0,1,0,0,1,0,0,0,0,0,.44863683
6423,8,Ningxia,2023,201084704,5368.7998,2329,601,912,.046,.14399999,.454,.015,.071999997,.064999998,2.579,.377,0,8.5883598,19.119236,-.34521419,-.2806094,1.1917386,1.4744666,.39239323,-.72145903,1.276257,1.4177412,-.28879172,1.6683937,-.96694356,.32549804,,729,491,.67352539,76.330002,.043582775,0,2,0,0,0,1,0,0,0,0,.43380272
3400,9,Anhui,2000,144342896,3162.3,1062.2,26,34,.024,.068000004,.19,.013,.037,.033,4.8870001,.322,0,8.0590553,18.787703,-.48505494,-.4920567,-1.5025125,-1.7158384,-.14733639,-.78209335,-1.5454221,-1.5127664,.082953021,-1.653388,-.17946023,-.35661775,,6093,,,,,0,-21,0,0,0,0,0,0,0,0,.33589473
3401,9,Anhui,2001,152599792,3547.7,1258.2,22,37,.023,.071999997,.16599999,.015,.037,.033,4.27,.249,0,8.1740551,18.843328,-.48602775,-.49133423,-1.6249784,-1.547928,-.19640273,-.72145903,-1.5454221,-1.5127664,-.016425896,-1.6502464,-.17521363,-.44006446,,6128,,,,,0,-20,0,0,0,0,0,0,0,0,.35465232
3402,9,Anhui,2002,159799152,3882.3,1347.3,31,54,.023,.071999997,.14399999,.018999999,.039999999,.034000002,4.868,.20999999,0,8.264183,18.889429,-.48383895,-.48724014,-1.6249784,-1.547928,-.2413802,-.60019034,-1.303564,-1.4211878,.079892717,-1.5658239,-.15430462,-.407785,,6144,,,,,0,-19,0,0,0,0,0,0,0,0,.34703657
3403,9,Anhui,2003,177350080,4375,1557.6,47,80,.025,.079000004,.17399999,.012,.039000001,.035999998,4.2399998,.20100001,0,8.3836622,18.993637,-.47994772,-.48097861,-1.3800464,-1.2540838,-.18004729,-.81241053,-1.3841833,-1.2380314,-.021257969,-1.3687896,-.27630293,-.38117954,.73166347,6163,,,,,0,-18,0,0,0,0,0,0,0,0,.35602286
3404,9,Anhui,2004,197213872,5210.8999,1846.2,42,59,.028999999,.086999997,.171,.015,.043000001,.041000001,3.3329999,.36500001,0,8.5585079,19.0998,-.48116374,-.486036,-.89018273,-.91826236,-.18618056,-.72145903,-1.0617056,-.78013927,-.16734654,-.91874421,-.39548108,-.3906391,.68894136,6228,,,,,0,-17,0,0,0,0,0,0,0,0,.35429579
3405,9,Anhui,2005,226390496,5761.7002,2197.3999,88,82,.028000001,.090000004,.167,.015,.045000002,.039999999,3.171,.31200001,0,8.658988,19.237772,-.46997645,-.48049694,-1.0126485,-.79232901,-.19435829,-.72145903,-.90046668,-.87171781,-.19343953,-.9015063,-.39597106,-.40648198,.3205232,6120.0898,2172.6299,.35499969,,,0,-16,0,0,0,0,0,0,0,0,.38138047
3406,9,Anhui,2006,248580768,6602.6001,2653.2,101,128,.028999999,.090000004,.15099999,.022,.050000001,.044,2.9860001,.40200001,0,8.7952185,19.331278,-.46681485,-.46941882,-.89018273,-.79232901,-.22706918,-.50923884,-.49736974,-.50540429,-.22323708,-.66379631,-.39977536,-.41097215,.6531018,6110,2266.8101,.37099999,,,0,-15,0,0,0,0,0,0,0,0,.4018417
3407,9,Anhui,2007,285447456,8078,3371.8,143,124,.028999999,.093000002,.107,.017000001,.050999999,.045000002,2.596,.26199999,0,8.9968996,19.469568,-.4566004,-.47038215,-.89018273,-.66639596,-.31702411,-.66082466,-.41675046,-.41382575,-.28605357,-.5842393,-.47657633,-.4739491,.65005344,6118,2367.6699,.38700065,37.649502,.030268906,0,-14,0,0,0,0,0,0,0,0,.41740531
3408,9,Anhui,2008,322314432,9691.2002,4194.5,210,192,.032000002,.092,.118,.025,.046,.043000001,2.477,.189,0,9.1789732,19.591038,-.44030589,-.45400581,-.52278459,-.70837373,-.29453537,-.41828731,-.8198474,-.59698254,-.30522066,-.67114729,-.36413139,-.49071085,.63309032,6135,2484.6799,.40500081,54.736698,.033231653,0,-13,0,0,0,0,0,0,0,0,.43281534
3409,9,Anhui,2009,334870304,11063.3,4918.7002,339,385,.035999998,.104,.119,.025,.052999999,.046,2.109,.31299999,0,9.311389,19.629253,-.40893292,-.40752596,-.032921158,-.20464122,-.29249093,-.41828731,-.25551158,-.32224753,-.36449364,-.16035542,-.48249611,-.43033454,.61635929,6131,2581.1499,.42099983,59.265301,.027669219,0,-12,0,0,0,0,0,0,0,0,.44459611
3410,9,Anhui,2010,358503104,13474.6,6396,431,707,.035,.103,.072999999,.030999999,.052999999,.044,1.605,.21699999,0,9.5085621,19.697449,-.38655841,-.32997921,-.15538691,-.246619,-.38653475,-.2363843,-.25551158,-.50540429,-.44567186,-.29111114,-.36090598,-.54836589,.62710941,5956.7002,2561.98,.43010056,64.720299,.025011579,0,-11,0,0,0,0,0,0,0,0,.47467089
3411,9,Anhui,2011,389163968,16532.699,8189.1001,672,996,.034000002,.107,.071000002,.034000002,.057999998,.046,1.2640001,.193,0,9.7130957,19.77951,-.32794687,-.26037982,-.27785265,-.078708164,-.3906236,-.14543273,.14758539,-.32224753,-.50059605,-.13158754,-.33024144,-.54914874,.60458612,5972,2673.6599,.44769925,81.959999,.024813881,0,-10,0,0,0,0,0,0,0,0,.49532747
3412,9,Anhui,2012,402870368,18613.699,9247.9004,1046,1677,.037,.107,.081,.048,.054000001,.046999998,1.28,.177,0,9.8316526,19.814125,-.23698957,-.096375696,.089545049,-.078708164,-.3701793,.27900764,-.17489201,-.23066932,-.49801895,-.13823199,-.090027608,-.53263593,.55962753,5978,2784.4199,.46577784,95.518898,.024114797,0,-9,0,0,0,0,0,0,0,0,.49683303
3413,9,Anhui,2013,432133824,20888.199,10233.4,1451,1669,.035999998,.111,.068999998,.041999999,.056000002,.048999999,1.062,.145,0,9.9469395,19.884247,-.13849303,-.09830232,-.032921158,.089202672,-.39471248,.097104572,-.01365316,-.047512557,-.53313172,-.032955404,-.13930953,-.53194302,.52111322,5988,2885.8601,.48194054,108.4246,.024926988,0,-8,0,0,0,0,0,0,0,0,.48991302
3414,9,Anhui,2014,439745952,22880.699,10982.6,2301,2060,.037999999,.119,.079999998,.045000002,.061000001,.052999999,.99900001,.26899999,0,10.038049,19.901709,.068228111,-.0041384278,.21201079,.42502436,-.37222373,.18805616,.38944381,.31880099,-.54327899,.31506047,-.082881279,-.44643617,.50437003,5997,2989.75,.49854094,104.7646,.022461925,0,-7,0,0,0,0,0,0,0,0,.47999406
3415,9,Anhui,2015,444211392,24142.699,10838.3,3838,3038,.039999999,.115,.075000003,.056000002,.056000002,.055,.95999998,.19599999,0,10.091738,19.911812,.44202858,.23139171,.45694274,.25711352,-.38244587,.52154505,-.01365316,.50195771,-.54956067,.18998413,.31247368,-.43556282,.49854735,6011,3102.52,.5161404,124.83,.02382702,0,-6,0,0,0,0,0,0,0,0,.4489266
3416,9,Anhui,2016,447562112,26801.199,11517.5,6267,3349,.039999999,.126,.064000003,.045000002,.064999998,.059,1.036,.25400001,0,10.196202,19.919327,1.0327647,.30628935,.45694274,.71886826,-.40493461,.18805616,.71192122,.86827129,-.53731948,.56902403,.38785356,-.30886444,.47803771,6033,3221.3,.53394663,133.64,.024197213,0,-5,0,0,0,0,0,0,0,0,.42973822
3417,9,Anhui,2017,453812960,30141.801,12681.2,7352,3975,.037999999,.123,.061000001,.079999998,.067000002,.059999999,.88300002,.23999999,0,10.313668,19.933195,1.2966381,.45704791,.21201079,.5929352,-.4110679,1.2491571,.87316036,.95984948,-.5619629,.43826351,.91928965,-.36426857,.43847254,6057,3345.8,.55238569,198.64,.032019034,0,-4,0,0,0,0,0,0,0,0,.42071807
3418,9,Anhui,2018,492192384,34377.301,14094.4,9553,4335,.043000001,.131,.061999999,.075000003,.067000002,.059,.76599997,.228,0,10.445151,20.01438,1.8319243,.54374611,.82434088,.92875659,-.40902346,1.0975714,.87316036,.86827129,-.58080786,.61764777,1.0885801,-.27874535,.40011519,6076,3458.6001,.56922317,209.32001,.031849556,0,-3,0,0,0,0,0,0,0,0,.40999147
3419,9,Anhui,2019,493113568,37584.801,14895.9,6000,5472,.046,.138,.052000001,.109,.072999999,.068000004,.64499998,.37200001,0,10.534355,20.016251,.96782988,.81756794,1.1917386,1.2226005,-.42946777,2.128355,1.3568766,1.6924769,-.60029709,1.1952187,.97391945,-.30920213,.38755023,6092,3553,.58322388,312.11499,.042222079,0,-2,1,0,0,0,0,0,0,0,.39632776
3420,9,Anhui,2020,491921376,38628.801,15286.7,7276,7019,.046,.14399999,.050000001,.064999998,.07,.066,.69599998,.33700001,0,10.561753,20.01383,1.2781549,1.1901294,1.1917386,1.4744666,-.43355665,.79439944,1.1150185,1.5093198,-.59208262,1.1319484,.88367194,-.19319876,.39762852,6104.7598,3560.9099,.58330059,190.8277,.025533598,0,-1,0,0,0,0,0,0,0,0,.39573324
3421,9,Anhui,2021,517951744,43102.801,16925.5,6509,6788,.041999999,.139,.048999999,.071000002,.075000003,.061999999,.74800003,.205,0,10.671343,20.065393,1.0916194,1.1344981,.70187467,1.2645782,-.43560109,.97630262,1.5181158,1.1430062,-.58370709,.96109092,.88563359,-.25216949,.37446377,6113,3631,.59398001,199.4541,.026274903,0,0,0,1,0,0,0,0,0,0,.39267749
3422,9,Anhui,2022,520912320,45525.102,17697,6948,7150,.043000001,.142,.050000001,.071000002,.075000003,.061999999,.662,.215,0,10.726019,20.071093,1.1983848,1.221678,.82434088,1.3905116,-.43355665,.97630262,1.5181158,1.1430062,-.59755892,1.0099059,.95367551,-.23305736,.34772319,6127,3686,.60159945,200.6851,.02394872,0,1,0,0,1,0,0,0,0,0,.38873059
3423,9,Anhui,2023,546920384,48227.5,18734.9,7529,7585,.043000001,.14399999,.050000001,.071000002,.074000001,.061999999,.58499998,.22499999,0,10.783685,20.119814,1.3396847,1.3264383,.82434088,1.4744666,-.43355665,.97630262,1.4374962,1.1430062,-.60996115,.98325634,1.0653909,-.22255994,,6121,3765,.61509556,193.59,.022396997,0,2,0,0,0,1,0,0,0,0,.38846925
3700,10,Shandong,2000,384095328,8348.5,4120.2002,106,241,.025,.07,.064999998,.023,.035999998,.032000002,2.3959999,.34900001,0,9.0298376,19.766401,-.46559885,-.44220522,-1.3800464,-1.6318833,-.40289018,-.47892165,-1.6260417,-1.6043446,-.31826717,-1.7012321,-.09923128,-.72597802,,8998,,,,,0,-21,0,0,0,0,0,0,0,0,.4935258
3701,10,Shandong,2001,403922528,9172.2998,4466.7002,151,260,.026000001,.075999998,.055,.023,.039000001,.033,2.6010001,.384,0,9.1239433,19.816734,-.45465478,-.43762949,-1.2575804,-1.3800172,-.42333448,-.47892165,-1.3841833,-1.5127664,-.28524822,-1.5039512,-.14748894,-.68764263,,9041,,,,,0,-20,0,0,0,0,0,0,0,0,.48697713
3702,10,Shandong,2002,450278112,10192.6,5037.6001,130,362,.024,.077,.068999998,.026000001,.037999999,.037,2.1600001,.296,0,9.2294168,19.925377,-.45976201,-.41306499,-1.5025125,-1.3380393,-.39471248,-.38797015,-1.4648029,-1.1464528,-.35627916,-1.4833381,-.12445872,-.70909965,,9082,,,,,0,-19,0,0,0,0,0,0,0,0,.49424094
3703,10,Shandong,2003,549374208,11028,5720,188,375,.027000001,.077,.054000001,.021,.039999999,.035,2.066,.23899999,0,9.3081932,20.12429,-.44565633,-.40993422,-1.1351144,-1.3380393,-.42537892,-.53955603,-1.303564,-1.3296096,-.37141958,-1.3848606,-.19277617,-.70740396,.5071243,9125,,,,,0,-18,0,0,0,0,0,0,0,0,.51867974
3704,10,Shandong,2004,623612544,13456.2,7327.6001,201,337,.028999999,.079000004,.048999999,.026000001,.044,.035999998,1.87,.29499999,0,9.5071955,20.25104,-.44249472,-.41908571,-.89018273,-1.2540838,-.43560109,-.38797015,-.98108631,-1.2380314,-.40298888,-1.1824183,-.21090089,-.70406353,.50197935,9180,,,,,0,-17,0,0,0,0,0,0,0,0,.54455197
3705,10,Shandong,2005,673934528,16120.9,8841.0996,308,469,.028999999,.088,.050999999,.029999999,.045000002,.041999999,1.459,.384,0,9.6878719,20.328644,-.41647217,-.38729635,-.89018273,-.8762846,-.43151221,-.26670149,-.90046668,-.68856108,-.4691878,-.90738541,-.23685707,-.69346541,.52552879,9248.1797,4161.6802,.4499999,,,0,-16,0,0,0,0,0,0,0,0,.54842466
3706,10,Shandong,2006,736411968,19184,10568.5,430,612,.028999999,.086999997,.037,.023,.045000002,.039999999,1.309,.22,0,9.8618317,20.417301,-.3868016,-.35285792,-.89018273,-.91826236,-.46013424,-.47892165,-.90046668,-.87171781,-.49334797,-.97269672,-.2579602,-.71689147,.5079326,9308.9004,4291.3999,.4609997,,,0,-15,0,0,0,0,0,0,0,0,.55090177
3707,10,Shandong,2007,781165632,22994.5,12529.4,545,869,.032000002,.096000001,.034000002,.02,.048999999,.043000001,1.125,.29499999,0,10.043011,20.476297,-.35883346,-.29096502,-.52278459,-.54046291,-.46626753,-.56987321,-.57798928,-.59698254,-.52298445,-.59826517,-.35773429,-.66211855,.49216992,9366.9697,4379.0601,.46750015,33.9445,.015007409,0,-14,0,0,0,0,0,0,0,0,.54488683
3708,10,Shandong,2008,795067072,27460.199,14911.5,746,1041,.035,.097999997,.035999998,.032000002,.050999999,.046,1.061,.38499999,0,10.220493,20.493937,-.30994999,-.24954253,-.15538691,-.45650762,-.46217868,-.20606707,-.41675046,-.32224753,-.53329283,-.37292862,-.27511981,-.63649654,.50681806,9417.2305,4482.6001,.47599983,58.600201,.021666372,0,-13,0,0,0,0,0,0,0,0,.54302227
3709,10,Shandong,2009,840164800,29957.199,15919.7,956,1464,.029999999,.1,.026000001,.033,.050999999,.044,.85600001,.16,0,10.307525,20.549109,-.25887769,-.14767213,-.76771677,-.37255207,-.48262298,-.17574996,-.41675046,-.50540429,-.56631172,-.59618819,-.14142109,-.69473189,.49632552,9470.2998,4576.0498,.4832001,76.1698,.023310116,0,-12,0,0,0,0,0,0,0,0,.53141487
3710,10,Shandong,2010,888233600,34429.398,17733.1,1220,1990,.037999999,.103,.028999999,.059,.052999999,.050000001,.88599998,.322,0,10.446666,20.604746,-.19467254,-.020996414,.21201079,-.246619,-.47648969,.6124965,-.25551158,.044065997,-.56147969,-.1373311,.046497814,-.62994796,.49628979,9587.8701,4765.1699,.49699986,112.9334,.027245482,0,-11,0,0,0,0,0,0,0,0,.51505691
3711,10,Shandong,2011,949154560,39622,19926.1,1578,2384,.033,.103,.026000001,.054000001,.050999999,.044,.68400002,.088,0,10.58714,20.671082,-.10760646,.073889963,-.40031886,-.246619,-.48262298,.46091071,-.41675046,-.50540429,-.59401542,-.52810532,.18826456,-.69514287,.48486301,9665,4910.1899,.50803828,113.95,.022780569,0,-10,0,0,0,0,0,0,0,0,.50290495
3712,10,Shandong,2012,975769088,43584.301,21275.9,2593,2951,.035,.107,.023,.064999998,.052000001,.050000001,.75400001,.161,0,10.682452,20.698736,.1392429,.21043965,-.15538691,-.078708164,-.48875627,.79439944,-.33613086,.044065997,-.58274066,-.2900202,.38353691,-.63563961,.48905721,9708,5077.7798,.52305108,154.4192,.026152715,0,-9,0,0,0,0,0,0,0,0,.48815513
3713,10,Shandong,2013,1027827648,48058.102,22615.9,3620,2906,.035,.112,.022,.086999997,.055,.046999998,.671,.145,0,10.780166,20.750713,.3890107,.19960237,-.15538691,.13118047,-.49080068,1.4613773,-.09427274,-.23066932,-.59610927,-.29955399,.68946105,-.65888113,.47516674,9746,5231.7002,.53680485,212.80949,.031815797,0,-8,0,0,0,0,0,0,0,0,.47059497
3714,10,Shandong,2014,1036199616,51552.699,23588,4187,3759,.037,.12,.028999999,.061999999,.063000001,.052000001,.63800001,.27700001,0,10.85036,20.758825,.52690583,.40502897,.089545049,.46700183,-.47648969,.703448,.55068266,.22722276,-.60142452,.17743494,.47136897,-.5098719,.48710915,9808,5385.1699,.54905891,166.67329,.02322224,0,-7,0,0,0,0,0,0,0,0,.45755121
3715,10,Shandong,2015,1042331776,56159.102,24814.9,5144,5312,.043000001,.125,.024,.082000002,.059999999,.059999999,.653,.37599999,0,10.935944,20.764727,.75964952,.77903545,.82434088,.67689043,-.48671183,1.3097916,.30882424,.95984948,-.5990085,.48969004,.82143754,-.4352816,.42104656,9866,5613.8701,.56901175,217.08,.026312696,0,-6,0,0,0,0,0,0,0,0,.44186783
3716,10,Shandong,2016,1062190656,59702.602,25565,5982,6900,.041999999,.127,.029999999,.104,.064999998,.061000001,.59899998,.35800001,0,10.997131,20.7836,.96345228,1.1614709,.70187467,.76084602,-.47444525,1.9767693,.71192122,1.0514281,-.60770619,.52378207,1.2633691,-.4119519,.36306575,9973,5870.7202,.58866137,239.28,.027330013,0,-5,0,0,0,0,0,0,0,0,.42820579
3717,10,Shandong,2017,1074950912,63958.602,26925.6,6264,8019,.039999999,.127,.025,.093999997,.063000001,.057999998,.57200003,.228,0,11.065991,20.795542,1.032035,1.4309578,.45694274,.76084602,-.48466739,1.6735975,.55068266,.77669269,-.612055,.30568683,1.3786206,-.41313222,.34357587,10033,6061.5298,.6041593,236.84,.025581094,0,-4,0,0,0,0,0,0,0,0,.4209848
3718,10,Shandong,2018,1110236800,67864.398,27523.699,6752,8333,.043000001,.13500001,.028999999,.107,.071999997,.061999999,.5,.33899999,0,11.125267,20.827839,1.1507173,1.506578,.82434088,1.0966678,-.47648969,2.0677207,1.276257,1.1430062,-.62365192,.77562821,1.4452271,-.3410005,.30244854,10077,6146.75,.60997814,287.20001,.028432939,0,-3,0,0,0,0,0,0,0,0,.40556905
3719,10,Shandong,2019,1137954048,72024.297,28464.9,6999,11974,.043000001,.131,.023,.125,.063000001,.056000002,.65499997,.15800001,0,11.184759,20.852497,1.210788,2.3834341,.82434088,.92875659,-.48875627,2.6134298,.55068266,.59353632,-.5986864,.23565778,2.16766,-.36769295,.2999599,10106,6194,.61290324,306.49561,.028538413,0,-2,1,0,0,0,0,0,0,0,.39521247
3720,10,Shandong,2020,1148726656,74355.898,29008,8463,16318,.043000001,.132,.022,.108,.068000004,.057,.55299997,.14399999,0,11.216619,20.861919,1.5668348,3.4295924,.82434088,.97073436,-.49080068,2.098038,.95377994,.6851145,-.61511534,.25571716,2.6054611,-.2295875,.30042198,10164.51,6408.7202,.63049966,291.53571,.025952309,0,-1,0,0,0,0,0,0,0,0,.39012372
3721,10,Shandong,2021,1178087680,84838,34084,8567,16182,.046999998,.13699999,.025,.090000004,.072999999,.064000003,.493,.23999999,0,11.348499,20.887157,1.5921277,3.3968399,1.3142043,1.1806227,-.48466739,1.5523289,1.3568766,1.3261634,-.6247794,.77846456,2.2864459,-.11756025,.27370286,10170,6503,.63942969,266.78671,.022776661,0,0,0,1,0,0,0,0,0,0,.40175393
3722,10,Shandong,2022,1146652032,89519.398,36037.199,9608,14282,.046999998,.139,.025,.090000004,.072999999,.063000001,.514,.249,0,11.40221,20.860113,1.8453003,2.939266,1.3142043,1.2645782,-.48466739,1.5523289,1.3568766,1.2345848,-.62139696,.79774016,2.1945732,-.1296912,.24930403,10163,6559,.64538032,218.095,.017981827,0,1,0,0,1,0,0,0,0,0,.40256301
3723,10,Shandong,2023,1177673344,94206.398,38055.898,11072,14826,.048,.139,.024,.089000002,.074000001,.063000001,.53200001,.26899999,0,11.453243,20.886806,2.2013471,3.0702765,1.4366705,1.2645782,-.48671183,1.5220118,1.4374962,1.2345848,-.61849773,.80151975,2.3936999,-.084078148,,10123,6634,.6553393,209.31,.016636014,0,2,0,0,0,1,0,0,0,0,.403963
1400,11,Shanxi,2000,165876880,1861.9,858.40002,30,40,.021,.067000002,.27900001,.021,.034000002,.033,8.7819996,.255,0,7.5293527,18.926756,-.48408213,-.49061173,-1.8699104,-1.7578163,.034617949,-.53955603,-1.7872802,-1.5127664,.71031243,-1.8188304,.011830454,.032097563,,3247,,,,,1,-21,0,0,0,0,0,0,0,0,.46103445
1401,11,Shanxi,2001,173419968,2049,956,30,34,.022,.071999997,.244,.02,.037999999,.032000002,7.27,.255,0,7.6251073,18.971228,-.48408213,-.4920567,-1.7474444,-1.547928,-.036937136,-.56987321,-1.4648029,-1.6043446,.46677783,-1.6699455,-.067282997,-.11037626,,3271.6299,,,,,1,-20,0,0,0,0,0,0,0,0,.46656907
1402,11,Shanxi,2002,199129088,2348.2,1134.3,39,42,.023,.071999997,.25299999,.018999999,.037,.034000002,6.9910002,.178,0,7.7614045,19.109465,-.48189333,-.49013007,-1.6249784,-1.547928,-.018537289,-.60019034,-1.5454221,-1.4211878,.42183992,-1.6031606,-.097367354,-.10929636,,3294,,,,,1,-19,0,0,0,0,0,0,0,0,.48305088
1403,11,Shanxi,2003,227608096,2884,1520.7,35,45,.025,.081,.24600001,.028999999,.044,.035,5.2880001,.354,0,7.9669337,19.243135,-.48286614,-.4894076,-1.3800464,-1.1701285,-.032848269,-.29701865,-.98108631,-1.3296096,.14754125,-1.2606459,-.13040599,-.22045317,.80231243,3314,,,,,1,-18,0,0,0,0,0,0,0,0,.5272885
1404,11,Shanxi,2004,259195840,3533.1001,1931.6,38,47,.026000001,.088,.207,.026000001,.043000001,.039000001,4.6890001,.359,0,8.1699314,19.373095,-.48213655,-.48892593,-1.2575804,-.8762846,-.11258107,-.38797015,-1.0617056,-.96329606,.051061582,-1.0666977,-.22896366,-.27923587,.77763391,3335,,,,,1,-17,0,0,0,0,0,0,0,0,.54671532
1405,11,Shanxi,2005,313274688,4118,2389.5,53,71,.029999999,.089000002,.193,.028000001,.046,.039000001,3.904,.39700001,0,8.323123,19.562592,-.4784885,-.48314604,-.76771677,-.83430678,-.14120309,-.32733577,-.8198474,-.96329606,-.075376742,-.85684067,-.27936396,-.32659462,.75276011,3355.21,1412.8101,.42107946,,,1,-16,0,0,0,0,0,0,0,0,.58025742
1406,11,Shanxi,2006,338823360,4758.7002,2799.3,83,107,.029999999,.090999998,.23,.022,.048,.045000002,4.1209998,.41499999,0,8.4677296,19.640989,-.47119248,-.47447622,-.76771677,-.75035155,-.065559164,-.50923884,-.65860856,-.41382575,-.040425044,-.61402655,-.39051589,-.21592829,.73329318,3374.55,1451.39,.43009883,,,1,-15,0,0,0,0,0,0,0,0,.58824885
1407,11,Shanxi,2007,369838816,5991.8999,3602.3,92,116,.028999999,.096000001,.161,.023,.050999999,.044,3.5409999,.296,0,8.698164,19.728579,-.46900365,-.47230878,-.89018273,-.54046291,-.20662487,-.47892165,-.41675046,-.50540429,-.13384442,-.56649709,-.41114572,-.3402282,.70690322,3392.5801,1493.75,.44029912,44.969601,.042831339,1,-14,0,0,0,0,0,0,0,0,.60119498
